datum,altersgruppe,neuPositiv,inzidenz7tage
2021-09-20,80+,0,11.07
2021-09-21,00-04,5,171.23
2021-09-21,05-14,8,250.44
2021-09-21,15-34,10,143.18
2021-09-21,35-59,9,66.68
2021-09-21,60-79,3,29.5
2021-09-21,80+,0,11.07
2021-09-22,00-04,1,171.23
2021-09-22,05-14,0,224.08
2021-09-22,15-34,5,146.36
2021-09-22,35-59,8,73.88
2021-09-22,60-79,0,25.81
2021-09-22,80+,0,0
2021-09-23,00-04,1,154.11
2021-09-23,05-14,1,191.13
2021-09-23,15-34,11,152.72
2021-09-23,35-59,4,66.68
2021-09-23,60-79,2,25.81
2021-09-23,80+,0,0
2021-09-24,00-04,1,171.23
2021-09-24,05-14,3,184.54
2021-09-24,15-34,13,168.63
2021-09-24,35-59,3,63.07
2021-09-24,60-79,0,25.81
2021-09-24,80+,0,0
2021-09-25,00-04,2,171.23
2021-09-25,05-14,6,158.18
2021-09-25,15-34,8,174.99
2021-09-25,35-59,6,55.86
2021-09-25,60-79,0,18.44
2021-09-25,80+,0,0
2021-09-26,00-04,1,188.36
2021-09-26,05-14,3,158.18
2021-09-26,15-34,8,197.26
2021-09-26,35-59,2,57.67
2021-09-26,60-79,1,22.12
2021-09-26,80+,0,0
2021-09-27,00-04,0,188.36
2021-09-27,05-14,4,164.77
2021-09-27,15-34,2,181.36
2021-09-27,35-59,4,64.87
2021-09-27,60-79,1,25.81
2021-09-27,80+,0,0
2021-09-28,00-04,1,119.86
2021-09-28,05-14,14,204.31
2021-09-28,15-34,7,171.81
2021-09-28,35-59,11,68.48
2021-09-28,60-79,2,22.12
2021-09-28,80+,0,0
2021-09-29,00-04,0,102.74
2021-09-29,05-14,2,217.49
2021-09-29,15-34,7,178.17
2021-09-29,35-59,3,59.47
2021-09-29,60-79,2,29.5
2021-09-29,80+,0,0
2021-09-30,00-04,1,102.74
2021-09-30,05-14,4,237.26
2021-09-30,15-34,9,171.81
2021-09-30,35-59,7,64.87
2021-09-30,60-79,1,25.81
2021-09-30,80+,0,0
2021-10-01,00-04,0,85.62
2021-10-01,05-14,3,237.26
2021-10-01,15-34,6,149.54
2021-10-01,35-59,5,68.48
2021-10-01,60-79,1,29.5
2021-10-01,80+,0,0
2021-10-02,00-04,1,68.49
2021-10-02,05-14,5,230.67
2021-10-02,15-34,5,139.99
2021-10-02,35-59,3,63.07
2021-10-02,60-79,0,29.5
2021-10-02,80+,0,0
2021-10-03,00-04,2,85.62
2021-10-03,05-14,2,224.08
2021-10-03,15-34,6,133.63
2021-10-03,35-59,3,64.87
2021-10-03,60-79,0,25.81
2021-10-03,80+,0,0
2021-10-04,00-04,1,102.74
2021-10-04,05-14,2,210.9
2021-10-04,15-34,2,133.63
2021-10-04,35-59,2,61.27
2021-10-04,60-79,0,22.12
2021-10-04,80+,0,0
2021-10-05,00-04,1,102.74
2021-10-05,05-14,13,204.31
2021-10-05,15-34,14,155.9
2021-10-05,35-59,14,66.68
2021-10-05,60-79,4,29.5
2021-10-05,80+,0,0
2021-10-06,00-04,1,119.86
2021-10-06,05-14,3,210.9
2021-10-06,15-34,6,152.72
2021-10-06,35-59,7,73.88
2021-10-06,60-79,3,33.18
2021-10-06,80+,0,0
2021-10-07,00-04,0,102.74
2021-10-07,05-14,1,191.13
2021-10-07,15-34,11,159.08
2021-10-07,35-59,12,82.89
2021-10-07,60-79,4,44.24
2021-10-07,80+,2,22.14
2021-10-08,00-04,0,102.74
2021-10-08,05-14,4,197.72
2021-10-08,15-34,8,165.45
2021-10-08,35-59,10,91.91
2021-10-08,60-79,1,44.24
2021-10-08,80+,0,22.14
2021-10-09,00-04,0,85.62
2021-10-09,05-14,1,171.36
2021-10-09,15-34,19,209.99
2021-10-09,35-59,7,99.11
2021-10-09,60-79,2,51.62
2021-10-09,80+,0,22.14
2021-10-10,00-04,2,85.62
2021-10-10,05-14,4,184.54
2021-10-10,15-34,1,194.08
2021-10-10,35-59,5,102.72
2021-10-10,60-79,4,66.37
2021-10-10,80+,0,22.14
2021-10-11,00-04,0,68.49
2021-10-11,05-14,1,177.95
2021-10-11,15-34,6,206.81
2021-10-11,35-59,3,104.52
2021-10-11,60-79,3,77.43
2021-10-11,80+,0,22.14
2021-10-12,00-04,0,51.37
2021-10-12,05-14,4,118.63
2021-10-12,15-34,14,206.81
2021-10-12,35-59,9,95.51
2021-10-12,60-79,2,70.05
2021-10-12,80+,1,33.21
2021-10-13,00-04,1,51.37
2021-10-13,05-14,1,105.45
2021-10-13,15-34,10,219.54
2021-10-13,35-59,6,93.71
2021-10-13,60-79,4,73.74
2021-10-13,80+,2,55.35
2021-10-14,00-04,0,51.37
2021-10-14,05-14,4,125.22
2021-10-14,15-34,15,232.26
2021-10-14,35-59,14,97.31
2021-10-14,60-79,4,73.74
2021-10-14,80+,0,33.21
2021-10-15,00-04,2,85.62
2021-10-15,05-14,0,98.86
2021-10-15,15-34,10,238.63
2021-10-15,35-59,10,97.31
2021-10-15,60-79,1,73.74
2021-10-15,80+,0,33.21
2021-10-16,00-04,0,85.62
2021-10-16,05-14,4,118.63
2021-10-16,15-34,14,222.72
2021-10-16,35-59,10,102.72
2021-10-16,60-79,2,73.74
2021-10-16,80+,0,33.21
2021-10-17,00-04,1,68.49
2021-10-17,05-14,2,105.45
2021-10-17,15-34,8,244.99
2021-10-17,35-59,7,106.32
2021-10-17,60-79,3,70.05
2021-10-17,80+,0,33.21
2021-10-18,00-04,0,68.49
2021-10-18,05-14,0,98.86
2021-10-18,15-34,8,251.35
2021-10-18,35-59,9,117.13
2021-10-18,60-79,3,70.05
2021-10-18,80+,1,44.28
2021-10-19,00-04,0,68.49
2021-10-19,05-14,6,112.04
2021-10-19,15-34,21,273.62
2021-10-19,35-59,13,124.34
2021-10-19,60-79,4,77.43
2021-10-19,80+,1,44.28
2021-10-20,00-04,4,119.86
2021-10-20,05-14,6,144.99
2021-10-20,15-34,16,292.71
2021-10-20,35-59,12,135.15
2021-10-20,60-79,1,66.37
2021-10-20,80+,1,33.21
2021-10-21,00-04,3,171.23
2021-10-21,05-14,18,237.26
2021-10-21,15-34,11,279.99
2021-10-21,35-59,14,135.15
2021-10-21,60-79,4,66.37
2021-10-21,80+,0,33.21
2021-10-22,00-04,6,239.73
2021-10-22,05-14,7,283.4
2021-10-22,15-34,20,311.8
2021-10-22,35-59,15,144.16
2021-10-22,60-79,4,77.43
2021-10-22,80+,0,33.21
2021-10-23,00-04,1,256.85
2021-10-23,05-14,10,322.94
2021-10-23,15-34,13,308.62
2021-10-23,35-59,20,162.19
2021-10-23,60-79,3,81.11
2021-10-23,80+,2,55.35
2021-10-24,00-04,0,239.73
2021-10-24,05-14,3,329.53
2021-10-24,15-34,8,308.62
2021-10-24,35-59,5,158.58
2021-10-24,60-79,5,88.49
2021-10-24,80+,2,77.49
2021-10-25,00-04,1,256.85
2021-10-25,05-14,5,362.49
2021-10-25,15-34,4,295.9
2021-10-25,35-59,10,160.38
2021-10-25,60-79,2,84.8
2021-10-25,80+,1,77.49
2021-10-26,00-04,2,291.1
2021-10-26,05-14,18,441.57
2021-10-26,15-34,15,276.81
2021-10-26,35-59,22,176.6
2021-10-26,60-79,4,84.8
2021-10-26,80+,3,99.62
2021-10-27,00-04,5,308.22
2021-10-27,05-14,16,507.48
2021-10-27,15-34,13,267.26
2021-10-27,35-59,25,200.03
2021-10-27,60-79,4,95.86
2021-10-27,80+,2,110.69
2021-10-28,00-04,2,291.1
2021-10-28,05-14,17,500.89
2021-10-28,15-34,18,289.53
2021-10-28,35-59,37,241.48
2021-10-28,60-79,11,121.67
2021-10-28,80+,4,154.97
2021-10-29,00-04,2,222.6
2021-10-29,05-14,11,527.25
2021-10-29,15-34,20,289.53
2021-10-29,35-59,33,273.91
2021-10-29,60-79,9,140.11
2021-10-29,80+,2,177.11
2021-10-30,00-04,1,222.6
2021-10-30,05-14,9,520.66
2021-10-30,15-34,21,314.99
2021-10-30,35-59,23,279.32
2021-10-30,60-79,9,162.23
2021-10-30,80+,4,199.25
2021-10-31,00-04,2,256.85
2021-10-31,05-14,5,533.84
2021-10-31,15-34,16,340.44
2021-10-31,35-59,20,306.35
2021-10-31,60-79,4,158.54
2021-10-31,80+,2,199.25
2021-11-01,00-04,1,256.85
2021-11-01,05-14,8,553.61
2021-11-01,15-34,15,375.44
2021-11-01,35-59,18,320.77
2021-11-01,60-79,6,173.29
2021-11-01,80+,1,199.25
2021-11-02,00-04,1,239.73
2021-11-02,05-14,9,494.3
2021-11-02,15-34,12,365.89
2021-11-02,35-59,16,309.95
2021-11-02,60-79,3,169.6
2021-11-02,80+,0,166.04
2021-11-03,00-04,0,154.11
2021-11-03,05-14,21,527.25
2021-11-03,15-34,24,400.89
2021-11-03,35-59,32,322.57
2021-11-03,60-79,12,199.1
2021-11-03,80+,2,166.04
2021-11-04,00-04,4,188.36
2021-11-04,05-14,23,566.8
2021-11-04,15-34,38,464.52
2021-11-04,35-59,48,342.39
2021-11-04,60-79,10,195.41
2021-11-04,80+,1,132.83
2021-11-05,00-04,4,222.6
2021-11-05,05-14,22,639.29
2021-11-05,15-34,54,572.7
2021-11-05,35-59,75,418.08
2021-11-05,60-79,23,247.03
2021-11-05,80+,0,110.69
2021-11-06,00-04,4,273.97
2021-11-06,05-14,39,837.01
2021-11-06,15-34,37,623.61
2021-11-06,35-59,56,477.55
2021-11-06,60-79,19,283.9
2021-11-06,80+,4,110.69
2021-11-07,00-04,2,273.97
2021-11-07,05-14,17,916.1
2021-11-07,15-34,24,649.06
2021-11-07,35-59,35,504.58
2021-11-07,60-79,7,294.96
2021-11-07,80+,0,88.55
2021-11-08,00-04,3,308.22
2021-11-08,05-14,28,1047.91
2021-11-08,15-34,30,696.79
2021-11-08,35-59,46,555.03
2021-11-08,60-79,18,339.21
2021-11-08,80+,2,99.62
2021-11-09,00-04,2,325.34
2021-11-09,05-14,38,1239.04
2021-11-09,15-34,35,769.97
2021-11-09,35-59,42,601.89
2021-11-09,60-79,12,372.39
2021-11-09,80+,5,154.97
2021-11-10,00-04,6,428.08
2021-11-10,05-14,34,1324.72
2021-11-10,15-34,42,827.24
2021-11-10,35-59,68,666.76
2021-11-10,60-79,25,420.32
2021-11-10,80+,2,154.97
2021-11-11,00-04,4,428.08
2021-11-11,05-14,25,1337.9
2021-11-11,15-34,40,833.6
2021-11-11,35-59,48,666.76
2021-11-11,60-79,14,435.07
2021-11-11,80+,5,199.25
2021-11-12,00-04,7,479.45
2021-11-12,05-14,16,1298.36
2021-11-12,15-34,64,865.42
2021-11-12,35-59,77,670.37
2021-11-12,60-79,29,457.19
2021-11-12,80+,3,232.46
2021-11-13,00-04,7,530.82
2021-11-13,05-14,23,1192.91
2021-11-13,15-34,37,865.42
2021-11-13,35-59,41,643.34
2021-11-13,60-79,22,468.25
2021-11-13,80+,2,210.32
2021-11-14,00-04,3,547.95
2021-11-14,05-14,9,1140.18
2021-11-14,15-34,20,852.69
2021-11-14,35-59,38,648.74
2021-11-14,60-79,17,505.12
2021-11-14,80+,1,221.39
2021-11-15,00-04,4,565.07
2021-11-15,05-14,18,1074.28
2021-11-15,15-34,23,830.42
2021-11-15,35-59,49,654.15
2021-11-15,60-79,11,479.32
2021-11-15,80+,2,221.39
2021-11-16,00-04,5,616.44
2021-11-16,05-14,20,955.64
2021-11-16,15-34,42,852.69
2021-11-16,35-59,53,673.97
2021-11-16,60-79,18,501.44
2021-11-16,80+,6,232.46
2021-11-17,00-04,5,599.32
2021-11-17,05-14,24,889.74
2021-11-17,15-34,43,855.87
2021-11-17,35-59,51,643.34
2021-11-17,60-79,12,453.51
2021-11-17,80+,6,276.73
2021-11-18,00-04,0,530.82
2021-11-18,05-14,9,784.29
2021-11-18,15-34,24,804.96
2021-11-18,35-59,25,601.89
2021-11-18,60-79,10,438.76
2021-11-18,80+,3,254.59
2021-11-19,00-04,6,513.7
2021-11-19,05-14,44,968.83
2021-11-19,15-34,55,776.33
2021-11-19,35-59,70,589.27
2021-11-19,60-79,25,424.01
2021-11-19,80+,12,354.22
2021-11-20,00-04,9,547.95
2021-11-20,05-14,25,982.01
2021-11-20,15-34,22,728.6
2021-11-20,35-59,36,580.26
2021-11-20,60-79,19,412.95
2021-11-20,80+,4,376.36
2021-11-21,00-04,4,565.07
2021-11-21,05-14,23,1074.28
2021-11-21,15-34,31,763.6
2021-11-21,35-59,53,607.29
2021-11-21,60-79,27,449.82
2021-11-21,80+,7,442.77
2021-11-22,00-04,5,582.19
2021-11-22,05-14,10,1021.55
2021-11-22,15-34,21,757.24
2021-11-22,35-59,31,574.86
2021-11-22,60-79,11,449.82
2021-11-22,80+,5,475.98
2021-11-23,00-04,8,633.56
2021-11-23,05-14,19,1014.96
2021-11-23,15-34,39,747.69
2021-11-23,35-59,67,600.09
2021-11-23,60-79,18,449.82
2021-11-23,80+,10,520.26
2021-11-24,00-04,4,616.44
2021-11-24,05-14,27,1034.73
2021-11-24,15-34,35,722.24
2021-11-24,35-59,64,623.51
2021-11-24,60-79,18,471.94
2021-11-24,80+,7,531.33
2021-11-25,00-04,5,702.05
2021-11-25,05-14,25,1140.18
2021-11-25,15-34,35,757.24
2021-11-25,35-59,46,661.36
2021-11-25,60-79,15,490.38
2021-11-25,80+,11,619.88
2021-11-26,00-04,7,719.18
2021-11-26,05-14,30,1047.91
2021-11-26,15-34,36,696.79
2021-11-26,35-59,43,612.7
2021-11-26,60-79,17,460.88
2021-11-26,80+,4,531.33
2021-11-27,00-04,3,616.44
2021-11-27,05-14,20,1014.96
2021-11-27,15-34,43,763.6
2021-11-27,35-59,41,621.71
2021-11-27,60-79,21,468.25
2021-11-27,80+,2,509.19
2021-11-28,00-04,5,633.56
2021-11-28,05-14,27,1041.32
2021-11-28,15-34,20,728.6
2021-11-28,35-59,59,632.52
2021-11-28,60-79,13,416.64
2021-11-28,80+,8,520.26
2021-11-29,00-04,2,582.19
2021-11-29,05-14,14,1067.69
2021-11-29,15-34,17,715.88
2021-11-29,35-59,31,632.52
2021-11-29,60-79,10,412.95
2021-11-29,80+,0,464.91
2021-11-30,00-04,4,513.7
2021-11-30,05-14,23,1094.05
2021-11-30,15-34,29,684.06
2021-11-30,35-59,40,583.87
2021-11-30,60-79,14,398.2
2021-11-30,80+,0,354.22
2021-12-01,00-04,8,582.19
2021-12-01,05-14,23,1067.69
2021-12-01,15-34,19,633.15
2021-12-01,35-59,41,542.42
2021-12-01,60-79,20,405.57
2021-12-01,80+,7,354.22
2021-12-02,00-04,6,599.32
2021-12-02,05-14,22,1047.91
2021-12-02,15-34,26,604.52
2021-12-02,35-59,49,547.83
2021-12-02,60-79,15,405.57
2021-12-02,80+,7,309.94
2021-12-03,00-04,7,599.32
2021-12-03,05-14,13,935.87
2021-12-03,15-34,25,569.52
2021-12-03,35-59,42,546.02
2021-12-03,60-79,11,383.45
2021-12-03,80+,4,309.94
2021-12-04,00-04,6,650.68
2021-12-04,05-14,17,916.1
2021-12-04,15-34,12,470.89
2021-12-04,35-59,32,529.81
2021-12-04,60-79,19,376.08
2021-12-04,80+,17,475.98
2021-12-05,00-04,3,616.44
2021-12-05,05-14,13,823.83
2021-12-05,15-34,8,432.71
2021-12-05,35-59,18,455.92
2021-12-05,60-79,12,372.39
2021-12-05,80+,3,420.63
2021-12-06,00-04,1,599.32
2021-12-06,05-14,13,817.24
2021-12-06,15-34,13,419.98
2021-12-06,35-59,20,436.1
2021-12-06,60-79,7,361.33
2021-12-06,80+,2,442.77
2021-12-07,00-04,4,599.32
2021-12-07,05-14,16,771.11
2021-12-07,15-34,18,384.98
2021-12-07,35-59,25,409.07
2021-12-07,60-79,6,331.83
2021-12-07,80+,2,464.91
2021-12-08,00-04,6,565.07
2021-12-08,05-14,12,698.61
2021-12-08,15-34,21,391.35
2021-12-08,35-59,28,385.64
2021-12-08,60-79,8,287.59
2021-12-08,80+,7,464.91
2021-12-09,00-04,2,496.58
2021-12-09,05-14,15,652.47
2021-12-09,15-34,13,349.98
2021-12-09,35-59,31,353.2
2021-12-09,60-79,6,254.41
2021-12-09,80+,4,431.7
2021-12-10,00-04,1,393.84
2021-12-10,05-14,15,665.66
2021-12-10,15-34,15,318.17
2021-12-10,35-59,21,315.36
2021-12-10,60-79,12,258.09
2021-12-10,80+,0,387.43
2021-12-11,00-04,2,325.34
2021-12-11,05-14,8,606.34
2021-12-11,15-34,15,327.71
2021-12-11,35-59,25,302.75
2021-12-11,60-79,7,213.85
2021-12-11,80+,2,221.39
2021-12-12,00-04,3,325.34
2021-12-12,05-14,4,547.02
2021-12-12,15-34,7,324.53
2021-12-12,35-59,10,288.33
2021-12-12,60-79,7,195.41
2021-12-12,80+,1,199.25
2021-12-13,00-04,7,428.08
2021-12-13,05-14,14,553.61
2021-12-13,15-34,13,324.53
2021-12-13,35-59,12,273.91
2021-12-13,60-79,1,173.29
2021-12-13,80+,0,177.11
2021-12-14,00-04,7,479.45
2021-12-14,05-14,27,626.11
2021-12-14,15-34,22,337.26
2021-12-14,35-59,27,277.52
2021-12-14,60-79,6,173.29
2021-12-14,80+,7,232.46
2021-12-15,00-04,3,428.08
2021-12-15,05-14,7,593.16
2021-12-15,15-34,9,299.08
2021-12-15,35-59,23,268.51
2021-12-15,60-79,9,176.98
2021-12-15,80+,1,166.04
2021-12-16,00-04,7,513.7
2021-12-16,05-14,16,599.75
2021-12-16,15-34,12,295.9
2021-12-16,35-59,27,261.3
2021-12-16,60-79,9,188.04
2021-12-16,80+,7,199.25
2021-12-17,00-04,4,565.07
2021-12-17,05-14,15,599.75
2021-12-17,15-34,13,289.53
2021-12-17,35-59,21,261.3
2021-12-17,60-79,8,173.29
2021-12-17,80+,1,210.32
2021-12-18,00-04,4,599.32
2021-12-18,05-14,16,652.47
2021-12-18,15-34,15,289.53
2021-12-18,35-59,25,261.3
2021-12-18,60-79,0,147.48
2021-12-18,80+,2,210.32
2021-12-19,00-04,5,633.56
2021-12-19,05-14,4,652.47
2021-12-19,15-34,6,286.35
2021-12-19,35-59,13,266.71
2021-12-19,60-79,0,121.67
2021-12-19,80+,2,221.39
2021-12-20,00-04,1,530.82
2021-12-20,05-14,10,626.11
2021-12-20,15-34,6,264.08
2021-12-20,35-59,14,270.31
2021-12-20,60-79,2,125.36
2021-12-20,80+,1,232.46
2021-12-21,00-04,2,445.21
2021-12-21,05-14,20,579.98
2021-12-21,15-34,14,238.63
2021-12-21,35-59,39,291.93
2021-12-21,60-79,10,140.11
2021-12-21,80+,5,210.32
2021-12-22,00-04,4,462.33
2021-12-22,05-14,12,612.93
2021-12-22,15-34,31,308.62
2021-12-22,35-59,30,304.55
2021-12-22,60-79,10,143.79
2021-12-22,80+,6,265.66
2021-12-23,00-04,3,393.84
2021-12-23,05-14,9,566.8
2021-12-23,15-34,17,324.53
2021-12-23,35-59,21,293.74
2021-12-23,60-79,6,132.73
2021-12-23,80+,4,232.46
2021-12-24,00-04,0,325.34
2021-12-24,05-14,0,467.94
2021-12-24,15-34,0,283.17
2021-12-24,35-59,0,255.89
2021-12-24,60-79,0,103.24
2021-12-24,80+,0,221.39
2021-12-25,00-04,3,308.22
2021-12-25,05-14,8,415.21
2021-12-25,15-34,30,330.89
2021-12-25,35-59,33,270.31
2021-12-25,60-79,9,136.42
2021-12-25,80+,6,265.66
2021-12-26,00-04,1,239.73
2021-12-26,05-14,1,395.44
2021-12-26,15-34,4,324.53
2021-12-26,35-59,9,263.1
2021-12-26,60-79,1,140.11
2021-12-26,80+,1,254.59
2021-12-27,00-04,1,239.73
2021-12-27,05-14,4,355.9
2021-12-27,15-34,15,353.17
2021-12-27,35-59,10,255.89
2021-12-27,60-79,3,143.79
2021-12-27,80+,0,243.52
2021-12-28,00-04,4,273.97
2021-12-28,05-14,24,382.26
2021-12-28,15-34,21,375.44
2021-12-28,35-59,43,263.1
2021-12-28,60-79,10,143.79
2021-12-28,80+,4,232.46
2021-12-29,00-04,1,222.6
2021-12-29,05-14,11,375.67
2021-12-29,15-34,17,330.89
2021-12-29,35-59,25,254.09
2021-12-29,60-79,4,121.67
2021-12-29,80+,1,177.11
2021-12-30,00-04,1,188.36
2021-12-30,05-14,4,342.71
2021-12-30,15-34,13,318.17
2021-12-30,35-59,18,248.68
2021-12-30,60-79,2,106.92
2021-12-30,80+,2,154.97
2021-12-31,00-04,4,256.85
2021-12-31,05-14,14,434.98
2021-12-31,15-34,23,391.35
2021-12-31,35-59,22,288.33
2021-12-31,60-79,11,147.48
2021-12-31,80+,3,188.18
2022-01-01,00-04,0,205.48
2022-01-01,05-14,0,382.26
2022-01-01,15-34,0,295.9
2022-01-01,35-59,0,228.86
2022-01-01,60-79,0,114.3
2022-01-01,80+,0,121.76
2022-01-02,00-04,6,291.1
2022-01-02,05-14,14,467.94
2022-01-02,15-34,29,375.44
2022-01-02,35-59,37,279.32
2022-01-02,60-79,13,158.54
2022-01-02,80+,3,143.9
2022-01-03,00-04,2,308.22
2022-01-03,05-14,8,494.3
2022-01-03,15-34,23,400.89
2022-01-03,35-59,23,302.75
2022-01-03,60-79,7,173.29
2022-01-03,80+,2,166.04
2022-01-04,00-04,2,273.97
2022-01-04,05-14,8,388.85
2022-01-04,15-34,45,477.25
2022-01-04,35-59,30,279.32
2022-01-04,60-79,9,169.6
2022-01-04,80+,3,154.97
2022-01-05,00-04,1,273.97
2022-01-05,05-14,22,461.35
2022-01-05,15-34,69,642.7
2022-01-05,35-59,56,335.18
2022-01-05,60-79,6,176.98
2022-01-05,80+,0,143.9
2022-01-06,00-04,2,291.1
2022-01-06,05-14,5,467.94
2022-01-06,15-34,40,728.6
2022-01-06,35-59,24,346.0
2022-01-06,60-79,5,188.04
2022-01-06,80+,2,143.9
2022-01-07,00-04,2,256.85
2022-01-07,05-14,7,421.8
2022-01-07,15-34,60,846.33
2022-01-07,35-59,40,378.43
2022-01-07,60-79,8,176.98
2022-01-07,80+,2,132.83
2022-01-08,00-04,5,342.47
2022-01-08,05-14,19,547.02
2022-01-08,15-34,54,1018.14
2022-01-08,35-59,42,454.12
2022-01-08,60-79,12,221.22
2022-01-08,80+,4,177.11
2022-01-09,00-04,0,239.73
2022-01-09,05-14,1,461.35
2022-01-09,15-34,20,989.5
2022-01-09,35-59,11,407.27
2022-01-09,60-79,5,191.73
2022-01-09,80+,0,143.9
2022-01-10,00-04,1,222.6
2022-01-10,05-14,15,507.48
2022-01-10,15-34,44,1056.32
2022-01-10,35-59,51,457.72
2022-01-10,60-79,11,206.47
2022-01-10,80+,0,121.76
2022-01-11,00-04,6,291.1
2022-01-11,05-14,63,869.97
2022-01-11,15-34,94,1212.22
2022-01-11,35-59,97,578.46
2022-01-11,60-79,12,217.54
2022-01-11,80+,0,88.55
2022-01-12,00-04,2,308.22
2022-01-12,05-14,29,916.1
2022-01-12,15-34,87,1269.49
2022-01-12,35-59,75,612.7
2022-01-12,60-79,11,235.97
2022-01-12,80+,1,99.62
2022-01-13,00-04,7,393.84
2022-01-13,05-14,13,968.83
2022-01-13,15-34,41,1272.67
2022-01-13,35-59,42,645.14
2022-01-13,60-79,4,232.28
2022-01-13,80+,1,88.55
2022-01-14,00-04,7,479.45
2022-01-14,05-14,11,995.19
2022-01-14,15-34,91,1371.3
2022-01-14,35-59,64,688.39
2022-01-14,60-79,13,250.72
2022-01-14,80+,3,99.62
2022-01-15,00-04,9,547.95
2022-01-15,05-14,26,1041.32
2022-01-15,15-34,50,1358.57
2022-01-15,35-59,55,711.81
2022-01-15,60-79,7,232.28
2022-01-15,80+,4,99.62
2022-01-16,00-04,6,650.68
2022-01-16,05-14,13,1120.41
2022-01-16,15-34,54,1466.75
2022-01-16,35-59,57,794.71
2022-01-16,60-79,7,239.66
2022-01-16,80+,1,110.69
2022-01-17,00-04,2,667.81
2022-01-17,05-14,28,1206.09
2022-01-17,15-34,62,1524.02
2022-01-17,35-59,74,836.16
2022-01-17,60-79,9,232.28
2022-01-17,80+,2,132.83
2022-01-18,00-04,11,753.42
2022-01-18,05-14,65,1219.27
2022-01-18,15-34,119,1603.56
2022-01-18,35-59,134,902.83
2022-01-18,60-79,26,283.9
2022-01-18,80+,3,166.04
2022-01-19,00-04,25,1147.26
2022-01-19,05-14,61,1430.17
2022-01-19,15-34,116,1695.83
2022-01-19,35-59,135,1010.96
2022-01-19,60-79,19,313.4
2022-01-19,80+,5,210.32
2022-01-20,00-04,13,1250
2022-01-20,05-14,59,1733.34
2022-01-20,15-34,104,1896.28
2022-01-20,35-59,111,1135.3
2022-01-20,60-79,32,416.64
2022-01-20,80+,4,243.52
2022-01-21,00-04,17,1421.23
2022-01-21,05-14,46,1964.02
2022-01-21,15-34,98,1918.55
2022-01-21,35-59,107,1212.79
2022-01-21,60-79,15,424.01
2022-01-21,80+,2,232.46
2022-01-22,00-04,14,1506.85
2022-01-22,05-14,67,2234.23
2022-01-22,15-34,93,2055.36
2022-01-22,35-59,98,1290.28
2022-01-22,60-79,19,468.25
2022-01-22,80+,1,199.25
2022-01-23,00-04,20,1746.58
2022-01-23,05-14,41,2418.77
2022-01-23,15-34,78,2131.72
2022-01-23,35-59,83,1337.13
2022-01-23,60-79,16,501.44
2022-01-23,80+,1,199.25
2022-01-24,00-04,14,1952.05
2022-01-24,05-14,32,2445.13
2022-01-24,15-34,48,2087.18
2022-01-24,35-59,83,1353.35
2022-01-24,60-79,15,523.56
2022-01-24,80+,0,177.11
2022-01-25,00-04,24,2174.66
2022-01-25,05-14,154,3031.7
2022-01-25,15-34,108,2052.18
2022-01-25,35-59,179,1434.44
2022-01-25,60-79,31,542.0
2022-01-25,80+,2,166.04
2022-01-26,00-04,35,2345.89
2022-01-26,05-14,104,3315.1
2022-01-26,15-34,121,2068.09
2022-01-26,35-59,196,1544.37
2022-01-26,60-79,21,549.37
2022-01-26,80+,2,132.83
2022-01-27,00-04,29,2619.86
2022-01-27,05-14,100,3585.32
2022-01-27,15-34,121,2122.18
2022-01-27,35-59,147,1609.24
2022-01-27,60-79,21,508.81
2022-01-27,80+,6,154.97
2022-01-28,00-04,34,2910.96
2022-01-28,05-14,131,4145.52
2022-01-28,15-34,162,2325.8
2022-01-28,35-59,220,1812.87
2022-01-28,60-79,36,586.24
2022-01-28,80+,5,188.18
2022-01-29,00-04,25,3099.32
2022-01-29,05-14,60,4099.39
2022-01-29,15-34,92,2322.62
2022-01-29,35-59,117,1847.11
2022-01-29,60-79,25,608.36
2022-01-29,80+,3,210.32
2022-01-30,00-04,18,3065.07
2022-01-30,05-14,69,4283.93
2022-01-30,15-34,69,2293.99
2022-01-30,35-59,99,1875.95
2022-01-30,60-79,15,604.68
2022-01-30,80+,1,210.32
2022-01-31,00-04,18,3133.56
2022-01-31,05-14,34,4297.11
2022-01-31,15-34,47,2290.8
2022-01-31,35-59,78,1866.94
2022-01-31,60-79,13,597.3
2022-01-31,80+,2,232.46
2022-02-01,00-04,19,3047.95
2022-02-01,05-14,144,4231.2
2022-02-01,15-34,141,2395.8
2022-02-01,35-59,169,1848.92
2022-02-01,60-79,37,619.42
2022-02-01,80+,9,309.94
2022-02-02,00-04,25,2876.71
2022-02-02,05-14,110,4270.74
2022-02-02,15-34,144,2468.98
2022-02-02,35-59,175,1811.07
2022-02-02,60-79,25,634.17
2022-02-02,80+,8,376.36
2022-02-03,00-04,20,2722.6
2022-02-03,05-14,102,4283.93
2022-02-03,15-34,95,2386.26
2022-02-03,35-59,180,1870.54
2022-02-03,60-79,33,678.42
2022-02-03,80+,6,376.36
2022-02-04,00-04,19,2465.75
2022-02-04,05-14,76,3921.44
2022-02-04,15-34,117,2243.08
2022-02-04,35-59,135,1717.36
2022-02-04,60-79,25,637.86
2022-02-04,80+,4,365.29
2022-02-05,00-04,10,2208.9
2022-02-05,05-14,57,3901.67
