Name,NamensherkunftWikidata,Postleitzahl,OSMWayIDs,Geometry
Ramsauer Weg,,85591,4644366/976554895/976554896/976554924,"MULTILINESTRING ((11.7696001 48.1075212, 11.7696225 48.1075124, 11.769932 48.1073908), (11.769932 48.1073908, 11.7700148 48.1073583, 11.7701079 48.1073243), (11.7701079 48.1073243, 11.7705927 48.1071471, 11.7706607 48.1071435, 11.7707142 48.1071407), (11.7694934 48.1075631, 11.7696001 48.1075212))"
Ranharting,,85646,24943396,"MULTILINESTRING ((11.8332001 48.1560013, 11.8326545 48.1558936, 11.8323914 48.1558141, 11.8321514 48.1557467, 11.8314648 48.1555921, 11.8312337 48.1555505, 11.8310013 48.1555577, 11.8304123 48.1556663, 11.8296742 48.1556778, 11.8291231 48.155643, 11.8283848 48.1555572, 11.82743 48.1553643, 11.8271733 48.1552045, 11.8268506 48.1551322, 11.8264623 48.1551161, 11.8262034 48.1551054, 11.8260446 48.1550964, 11.8255202 48.1550231, 11.8248377 48.1548996, 11.8244882 48.1547709, 11.8240278 48.1545763))"
Rauschbergstraße,Q2133484,85598,4684804/1193279857/1193279858,"MULTILINESTRING ((11.7928486 48.0935992, 11.7929654 48.093482, 11.7930364 48.093445, 11.7932873 48.0933213, 11.7934596 48.0932215), (11.7934596 48.0932215, 11.7936194 48.0931289, 11.793711 48.0930806), (11.793711 48.0930806, 11.7943179 48.0927607))"
Rehweg,Q122069,85598,171050693,"MULTILINESTRING ((11.7926652 48.1067236, 11.7927484 48.1067129, 11.7950545 48.1064161, 11.7957945 48.106329, 11.7959423 48.1062918))"
Richard-Wagner-Straße,Q1511,85591,4614869,"MULTILINESTRING ((11.7773419 48.1093843, 11.777241 48.1092495, 11.7769415 48.1090035, 11.7766786 48.1087834, 11.7764028 48.1085719, 11.7762132 48.1084309, 11.7761119 48.1083517, 11.7758426 48.108146, 11.7756961 48.1080482, 11.7755366 48.1079417, 11.775347 48.1078223, 11.7751488 48.1077273, 11.7749829 48.1076453, 11.774873 48.1076007, 11.7744603 48.1074419, 11.7742161 48.1073821, 11.7735068 48.1072271))"
Ringweg,,85646,24928339,"MULTILINESTRING ((11.8192931 48.1474704, 11.819253 48.1474686, 11.8190219 48.1474582, 11.8188792 48.1474866, 11.8187963 48.1475031, 11.8186855 48.147555, 11.8186309 48.1475805, 11.8185499 48.1477159, 11.8184475 48.1479406, 11.8184309 48.1479771))"
Robert-Stolz-Straße,Q45095,85591,4705421,"MULTILINESTRING ((11.7744528 48.1085776, 11.7746978 48.1087, 11.7749123 48.1088072, 11.7749713 48.1088456, 11.7750261 48.1088813, 11.7752091 48.1090006, 11.7753354 48.1090832, 11.7755172 48.109202, 11.7756413 48.1092874, 11.7757973 48.1093948, 11.7759289 48.1094783, 11.7761011 48.1095876, 11.7764308 48.1098091))"
Roggenweg,Q7215110,85622,22295820,"MULTILINESTRING ((11.7633695 48.1356587, 11.7637046 48.1356718, 11.7644291 48.1356023, 11.7649517 48.1355234))"
Rose-Breitenbach-Platz,Q115463474,85591,40138662,"MULTILINESTRING ((11.7766521 48.0973263, 11.7764662 48.0975342, 11.7764238 48.0975369))"
Rosengasse,Q34687,85591,51907955/171005871/171005872/171005873/981484661/981484662/981484673,"MULTILINESTRING ((11.7738247 48.0976623, 11.7739277 48.0978068, 11.7741736 48.0981597, 11.774233 48.098245, 11.7743528 48.0984168, 11.7745416 48.098678, 11.7747381 48.0989497), (11.7740974 48.0976171, 11.7738247 48.0976623, 11.7733951 48.0977462, 11.7730816 48.0978075), (11.7760938 48.0972977, 11.7752218 48.0974126, 11.7740974 48.0976171), (11.7730816 48.0978075, 11.7723082 48.0978799), (11.7723082 48.0978799, 11.7721483 48.0978949, 11.7720008 48.0979176), (11.7720008 48.0979176, 11.7716213 48.097976), (11.7716213 48.097976, 11.7712939 48.0980264, 11.7712161 48.0980456))"
Rossinistraße,Q9726,85598,171050694/171050695/228444118/228569313/806985297/1097529922/1194837315,"MULTILINESTRING ((11.787911 48.1072298, 11.7878741 48.1071531, 11.787852 48.1067847, 11.7878372 48.1065394, 11.7878176 48.1062129, 11.7878142 48.1061565, 11.7877953 48.1058414, 11.7877743 48.1054918), (11.7877743 48.1054918, 11.7877718 48.1054505), (11.7877718 48.1054505, 11.7877544 48.1050937, 11.7877539 48.1047025), (11.7877539 48.1047025, 11.7877814 48.1046168, 11.7878567 48.1045067, 11.7879235 48.1044508, 11.7879949 48.1043925, 11.7881965 48.1042287, 11.7882804 48.1041626, 11.7884849 48.1040499), (11.7884849 48.1040499, 11.7887073 48.1040098, 11.7891145 48.1039614, 11.7895454 48.1038917, 11.7898118 48.1038373, 11.7899896 48.1037342, 11.7903585 48.1035901), (11.7898118 48.1038373, 11.7898501 48.1039584, 11.7898835 48.1040638, 11.7899763 48.1043574, 11.7899922 48.1044141), (11.7899922 48.1044141, 11.790042 48.1045917))"
Rotkehlchenweg,Q25334,85591,4644386,"MULTILINESTRING ((11.7595558 48.1084298, 11.7597988 48.1081057, 11.7603197 48.1074002, 11.7608117 48.1068633, 11.760964 48.1067601, 11.7615819 48.1070155))"
Rotwandstraße,Q458097,85598,4684813/1193279864/1193280708,"MULTILINESTRING ((11.7933516 48.0908442, 11.7934467 48.0908208, 11.7935821 48.0907876, 11.7939489 48.0906976, 11.7942084 48.0906249, 11.7948723 48.0904388, 11.7951026 48.0903742), (11.7951026 48.0903742, 11.7953383 48.0903092, 11.7955472 48.0902516, 11.7961291 48.0900912), (11.7928214 48.0909743, 11.7931709 48.0908885, 11.7933516 48.0908442))"
Sanddornweg,Q5686857,85598,24964574,"MULTILINESTRING ((11.7959448 48.0987671, 11.7952628 48.098918))"
Schlehdornweg,Q129018,85598,24964568/24964576/823903212,"MULTILINESTRING ((11.795686 48.0982288, 11.7959448 48.0987671, 11.7959946 48.0988734), (11.7959946 48.0988734, 11.7962655 48.0988068, 11.7964424 48.0987866, 11.7966712 48.0987825, 11.7968085 48.0988225), (11.7959946 48.0988734, 11.7961058 48.0991106, 11.796205 48.0993221, 11.7963139 48.0995544))"
Schubertstraße,Q7312,85591,25028539,"MULTILINESTRING ((11.7758295 48.1029783, 11.7763726 48.1033884, 11.7775399 48.1040441, 11.7779378 48.1042676, 11.7789034 48.1046846))"
Schulstraße,Q118613695,85646,24928313,"MULTILINESTRING ((11.8168938 48.1476736, 11.816893 48.1476388, 11.8168798 48.1470422, 11.8168833 48.1467451, 11.8168866 48.1467137, 11.8169074 48.1465122, 11.8169655 48.14595, 11.8170906 48.1449501))"
Schumannstraße,Q7351/Q132232,85598,4628748,"MULTILINESTRING ((11.787126 48.1032174, 11.7873286 48.103331, 11.7875271 48.103446, 11.7877007 48.1035493, 11.7882164 48.1038563, 11.7884174 48.1039759, 11.7884849 48.1040499))"
Schwalbenstraße,Q39861,85598,4606326/44987058/171050696/228880833/228880836/233999253/1093396482,"MULTILINESTRING ((11.7868262 48.1001972, 11.7868296 48.1004532, 11.7868312 48.1005824, 11.7868335 48.1007511, 11.7868376 48.1010593, 11.7868571 48.101471, 11.7868758 48.1021084, 11.7868857 48.1024051, 11.7868721 48.1029059), (11.7868262 48.1001972, 11.7868269 48.100179, 11.7868311 48.1000729, 11.7868342 48.0999932), (11.7868342 48.0999932, 11.7868376 48.0999092), (11.7868397 48.0997252, 11.7868376 48.0999092), (11.7868193 48.0993869, 11.7868138 48.0995939, 11.786811 48.099704, 11.7868397 48.0997252), (11.7868721 48.1029059, 11.7868806 48.1030517, 11.7869684 48.1031493), (11.7869684 48.1031493, 11.7870934 48.1032394))"
Schwalbenstraße,Q39861,85591,27487914/27487916/228592482/228592484/554534171,"MULTILINESTRING ((11.7639324 48.1062139, 11.7639881 48.1061596, 11.7642854 48.1059264, 11.7645235 48.1057396, 11.7648595 48.1054753, 11.7650996 48.1052865, 11.7653336 48.1051011, 11.7656255 48.1048698), (11.7637369 48.1063576, 11.7637157 48.1063187, 11.7637197 48.1062774, 11.7637482 48.1062406, 11.7638012 48.106213, 11.763867 48.1062034, 11.7639324 48.1062139), (11.7639324 48.1062139, 11.763974 48.1062343, 11.764003 48.1062628, 11.764016 48.1062961, 11.7640114 48.1063304, 11.7639897 48.1063617, 11.7639469 48.1063893, 11.7638915 48.1064038, 11.763832 48.1064028, 11.7637776 48.1063866, 11.7637369 48.1063576), (11.762856 48.107295, 11.7628433 48.1071982, 11.7628426 48.1071043, 11.762882 48.1070091, 11.7631296 48.1067982, 11.7631481 48.1067869, 11.7632853 48.1066868, 11.7637369 48.1063576), (11.7656255 48.1048698, 11.7657674 48.1047693, 11.7658464 48.1047134))"
Schwammerlweg,Q764,85646,23778206/1192376011,"MULTILINESTRING ((11.8360152 48.1271639, 11.8356067 48.1286237), (11.8356067 48.1286237, 11.8356137 48.1286591, 11.8356188 48.1288604))"
Seidelbastweg,Q122990,85598,4684719,"MULTILINESTRING ((11.8008729 48.0973142, 11.8007921 48.0967897, 11.8008652 48.0966958, 11.8010958 48.0966309, 11.8012386 48.0966255))"
Smetanastraße,Q48173,85598,171050697,"MULTILINESTRING ((11.7912738 48.1074686, 11.7912488 48.1073849, 11.7911583 48.1070825, 11.7910973 48.1068788, 11.791106 48.1067828, 11.7909838 48.1063884, 11.7909661 48.1063313, 11.7908826 48.1060757, 11.7908117 48.1058329, 11.7908003 48.1057963, 11.79081 48.105683, 11.7908585 48.1055784, 11.790686 48.1050462))"
Sommerstraße,Q1313,85598,24964539,"MULTILINESTRING ((11.7900938 48.1008808, 11.7900429 48.1005261, 11.7899307 48.0994978))"
Sonnenlandweg,,85646,24927016,"MULTILINESTRING ((11.8196383 48.1467468, 11.819699 48.1467503, 11.8207465 48.1468116, 11.8209407 48.1468229, 11.8220035 48.1470017, 11.8220762 48.1470139))"
Spatzenweg,Q14683,85591,4614806/808297825/808297826,"MULTILINESTRING ((11.7688746 48.1101021, 11.7687845 48.1101769, 11.7683553 48.110533, 11.7683124 48.1105685), (11.7683124 48.1105685, 11.768229 48.1106377, 11.7680274 48.110805, 11.7679684 48.110854, 11.7677447 48.1110396, 11.7676566 48.1111145, 11.7675985 48.1111609), (11.7675985 48.1111609, 11.7674605 48.1112754))"
Spechtweg,Q25439,85591,4604243/986145317,"MULTILINESTRING ((11.7650996 48.1052865, 11.7650661 48.1052688, 11.7646533 48.1050514, 11.7643258 48.1049289, 11.7637661 48.1047196, 11.7637292 48.1047213, 11.7636994 48.1047324, 11.7635388 48.1049172), (11.7635388 48.1049172, 11.763415 48.104998, 11.7632097 48.1051919))"
Spitzingstraße,Q904144,85598,4684820,"MULTILINESTRING ((11.7933816 48.091773, 11.7934937 48.0917253, 11.7936228 48.0916958, 11.7939948 48.0916921, 11.7943677 48.0916298, 11.7954498 48.0913884))"
St.-Anna-Straße,Q875536,85598,171247859,"MULTILINESTRING ((11.7929176 48.1148223, 11.7929771 48.114718, 11.7930384 48.1145665, 11.79301 48.1145169, 11.7929629 48.1144759, 11.7928632 48.1144046, 11.7928104 48.1143608, 11.7927554 48.1143132, 11.79275 48.1142404, 11.7928092 48.1141289, 11.7928787 48.1139995, 11.7929045 48.1139421))"
Starenweg,Q25469,85591,4614807/997643454/997643835/997643836/997643837/997643838/997643995/997643996/997644010/997644011/997644018,"MULTILINESTRING ((11.7700971 48.1096041, 11.7701403 48.1095691, 11.7701831 48.1095344, 11.7704174 48.1093785), (11.7700572 48.1096363, 11.7700971 48.1096041), (11.7698385 48.1098133, 11.7699113 48.1097544, 11.7700572 48.1096363), (11.7697772 48.1098629, 11.7698385 48.1098133), (11.7696989 48.1099263, 11.7697772 48.1098629), (11.7696649 48.1099538, 11.7696989 48.1099263), (11.7692134 48.1101496, 11.7692433 48.1101239, 11.7694906 48.1100948, 11.7696649 48.1099538), (11.7691168 48.1102326, 11.7692134 48.1101496), (11.7704174 48.1093785, 11.7704512 48.109356), (11.7704512 48.109356, 11.7710603 48.1089507), (11.7710603 48.1089507, 11.7711433 48.1088955))"
Steinröschenstraße,Q160279,85591,4644439/995998358,"MULTILINESTRING ((11.7758449 48.098224, 11.7757626 48.0981651, 11.7755677 48.0978939), (11.7755677 48.0978939, 11.7752218 48.0974126, 11.7742224 48.0959946))"
Steinweg,,85598,24964642/24964653/134403911/868296781,"MULTILINESTRING ((11.8053717 48.0996138, 11.8042612 48.0999381), (11.8042612 48.0999381, 11.8037059 48.1001101), (11.8037059 48.1001101, 11.803972 48.1006514), (11.8037059 48.1001101, 11.803292 48.1002335, 11.8022355 48.1004112))"
Sternweg,Q523,85598,24964560,"MULTILINESTRING ((11.7916977 48.0996897, 11.7922289 48.0996792, 11.7923962 48.0996642, 11.7924856 48.0996441, 11.7925337 48.0995957, 11.7926132 48.0995409, 11.7927356 48.0995056, 11.7928235 48.0994682, 11.7928529 48.0988159))"
Stieglitzweg,Q25418,85591,4644388/4644392,"MULTILINESTRING ((11.7615142 48.1079885, 11.7605319 48.1080615, 11.7597988 48.1081057), (11.7605319 48.1080615, 11.7603899 48.1085294, 11.7603963 48.1087776, 11.7604301 48.1091956, 11.7604634 48.1092313))"
Stümpflingstraße,Q15060197,85598,4684812,"MULTILINESTRING ((11.7943179 48.0927607, 11.7946133 48.0926572, 11.795073 48.0925236, 11.7956711 48.0923759))"
Stürzerweg,,85646,23778207/24943916/117704922,"MULTILINESTRING ((11.8336962 48.1296827, 11.8331195 48.1295519, 11.8328129 48.1294699, 11.8326352 48.1294224, 11.8316674 48.1290057, 11.8305201 48.1284696, 11.8302831 48.1283536, 11.8300546 48.1282383, 11.8299871 48.1282016, 11.8297855 48.1281071), (11.8297855 48.1281071, 11.829657 48.1280596, 11.8295551 48.1280277, 11.8294006 48.1279928, 11.8292778 48.1279751, 11.8291095 48.1279663, 11.828864 48.1279726, 11.8286889 48.1279592), (11.8286889 48.1279592, 11.8286342 48.1279285, 11.8285976 48.1278846, 11.8285527 48.1278059, 11.8285325 48.1277137, 11.8285233 48.1276032, 11.8286503 48.1265061))"
Tannenstraße,Q25350,85598,4644432,"MULTILINESTRING ((11.7811661 48.095571, 11.7810805 48.0950213, 11.7810884 48.0949183, 11.7811244 48.0948546, 11.7811934 48.094799, 11.7816314 48.0946841, 11.7828102 48.0945025))"
Tannenweg,Q25350,85599,210852196,"MULTILINESTRING ((11.7848384 48.1420371, 11.783738 48.1420264, 11.782439 48.1420138))"
Taubenstraße,Q10856,85591,25028199/51818365,"MULTILINESTRING ((11.7650759 48.107026, 11.7669035 48.105628, 11.7669472 48.1055945), (11.7648112 48.1068775, 11.7650759 48.107026, 11.7656105 48.1073205))"
Taxetstraße,Q116258902,85599,301696620/301696621/301697760/319449677/831702558/831702559/831702560,"MULTILINESTRING ((11.7896436 48.1473767, 11.7894704 48.1473804, 11.7893174 48.1473761, 11.7892405 48.1473809), (11.789271 48.1472558, 11.7893494 48.1472928, 11.78941 48.1473125, 11.7894909 48.1473352, 11.7896436 48.1473767), (11.7896436 48.1473767, 11.7897286 48.1473929), (11.7897286 48.1473929, 11.7899578 48.1474245, 11.7901885 48.1474574, 11.7902536 48.1474667), (11.7902536 48.1474667, 11.7906566 48.1475241), (11.7906566 48.1475241, 11.7910041 48.1475738, 11.7914291 48.1476345, 11.7918087 48.1476888, 11.7920235 48.1477195, 11.7921844 48.1477417, 11.7922359 48.1477391, 11.7922986 48.1477208, 11.7923316 48.1476686), (11.7923316 48.1476686, 11.7926362 48.1467156, 11.7926448 48.1466867, 11.7926658 48.1466162))"
Tulpenstraße,Q93201,85591,35331423,"MULTILINESTRING ((11.7734919 48.1008294, 11.7736444 48.1006798, 11.7739223 48.100399, 11.7744768 48.0997386, 11.7751006 48.0990139, 11.7755562 48.0985391, 11.7758449 48.098224, 11.776384 48.0976104, 11.7764238 48.0975369, 11.7764171 48.0974766, 11.776307 48.0973065))"
Ulmenstraße,Q131113,85598,27488132,"MULTILINESTRING ((11.7840839 48.0972228, 11.783928 48.0966413, 11.7837139 48.0960698, 11.7834173 48.0952922))"
Unterfeldweg,,85646,23778204,"MULTILINESTRING ((11.8341016 48.12844, 11.8346898 48.1286021, 11.8355029 48.1288363, 11.8356188 48.1288604, 11.8358103 48.1288793, 11.8371452 48.129017))"
Valentin-Stadler-Weg,Q116067657,85646,185332616,"MULTILINESTRING ((11.8340617 48.1303751, 11.8341699 48.1301817, 11.8342469 48.1300226, 11.8342412 48.1299906, 11.8335971 48.1298344))"
Vaterstettener Straße,Q542921,85591/85622,4046984/24246402/24246526/554662635,"MULTILINESTRING ((11.7670339 48.1322964, 11.7670024 48.1322716, 11.766887 48.1321224, 11.7668406 48.132018, 11.766822 48.1319632, 11.7668033 48.1319068, 11.7667468 48.1317364, 11.7666877 48.1315355, 11.7666521 48.1313218, 11.7666378 48.1311879, 11.7666303 48.1311181, 11.7666121 48.1309481), (11.7666121 48.1309481, 11.7665854 48.1305456, 11.7664761 48.128666, 11.7663736 48.1268304, 11.7662912 48.1254378, 11.7662418 48.1245737, 11.7662361 48.1243684, 11.7662921 48.1236753, 11.7663409 48.1232548, 11.7664137 48.1228399, 11.7666682 48.1215729, 11.7667542 48.1213557, 11.7668627 48.1211575, 11.7670584 48.1208361, 11.76716 48.1206407, 11.7672536 48.1204173, 11.7674499 48.1198258, 11.7675613 48.1195091, 11.7676565 48.1192812, 11.7676601 48.1192726, 11.7677624 48.11907, 11.7680804 48.1185633), (11.7662361 48.1243684, 11.7655675 48.1243767, 11.7649195 48.1243799, 11.7636548 48.1243379), (11.7636548 48.1243379, 11.7624893 48.1242671))"
Vaterstettener Straße,Q542921,85591/85598,4616202/4616204/23778228/26105068/42034899/42034912/132663151/171247845/187942878/187942879/200672825/732181478/825361726/832330196/832330385/1014656018/1059877903,"MULTILINESTRING ((11.8074029 48.1172585, 11.8073298 48.1172026, 11.8047993 48.1164377, 11.8003706 48.1150969, 11.7994731 48.1148175), (11.7994731 48.1148175, 11.7993976 48.1147938, 11.7992867 48.114766, 11.7992362 48.1147534, 11.7990329 48.1147139, 11.7986055 48.1146481), (11.7986055 48.1146481, 11.7984628 48.1146261, 11.7983776 48.1146033), (11.7983776 48.1146033, 11.7980661 48.1145884, 11.797982 48.1145816, 11.7967872 48.1146221, 11.7966457 48.1146213), (11.7939676 48.1140986, 11.7945645 48.1141912, 11.7951558 48.1142877, 11.7958148 48.1144149, 11.7958939 48.1144301, 11.7961163 48.1144779, 11.7964929 48.1145663, 11.7965983 48.1145947, 11.7966457 48.1146213), (11.7951558 48.1142877, 11.79546 48.1136074), (11.7933464 48.1140018, 11.7939676 48.1140986), (11.792585 48.1138665, 11.7929045 48.1139421, 11.7933464 48.1140018), (11.7837876 48.1115877, 11.7838226 48.1115924, 11.7839449 48.1116074, 11.7842111 48.1116111, 11.7843413 48.1116248, 11.7844727 48.111646, 11.785046 48.1118142, 11.7858297 48.1120442, 11.7873564 48.1124996, 11.7888616 48.1129299, 11.792585 48.1138665), (11.7837876 48.1115877, 11.7836437 48.1115505, 11.7835703 48.1115214), (11.7835703 48.1115214, 11.7834227 48.1114768, 11.783281 48.1113871, 11.7832075 48.1113127), (11.7834929 48.1114317, 11.7835703 48.1115214), (11.7837362 48.11113, 11.7836559 48.1112205, 11.7835856 48.1112853, 11.7835318 48.111359, 11.7834929 48.1114317), (11.7833475 48.1112906, 11.7834929 48.1114317), (11.7962125 48.1137262, 11.795919 48.1143746, 11.7958939 48.1144301), (11.7954864 48.1135912, 11.7955162 48.1135966, 11.7962125 48.1137262), (11.797982 48.1145816, 11.7980313 48.1149083))"
Vaterstettener Weg,Q542921,85599,4047078/5107179/26109366,"MULTILINESTRING ((11.7879644 48.1376357, 11.7878838 48.1376247, 11.7877531 48.1375793, 11.7868444 48.134031, 11.7867743 48.1337571, 11.7867508 48.1334549), (11.7849655 48.129588, 11.7850145 48.1296689, 11.785233 48.1300294, 11.7854819 48.1304401, 11.7856931 48.1307886, 11.7857525 48.1308867, 11.7862308 48.1317572, 11.7864523 48.1322451, 11.7866394 48.1331657, 11.786705 48.133378, 11.7867508 48.1334549, 11.7873368 48.1335134, 11.7886431 48.1336437, 11.7887255 48.1336505), (11.7825327 48.1254151, 11.7844608 48.128773, 11.7849655 48.129588))"
Veilchenweg,Q146095,85591,8129161/738935167,"MULTILINESTRING ((11.7638077 48.1027732, 11.7640096 48.1029455, 11.7640944 48.1030179, 11.7641243 48.1030434, 11.7642768 48.1031736, 11.7643333 48.1032218, 11.7645378 48.1033847, 11.7646448 48.1034699, 11.7646874 48.1034987, 11.76477 48.1035546, 11.7647952 48.1035672, 11.7648703 48.103606), (11.7648703 48.103606, 11.7649283 48.1036175, 11.7649649 48.1036233, 11.7650442 48.1036307, 11.7651423 48.1036285, 11.7652368 48.1036201))"
Verdistraße,Q7317,85591/85598,4615177/123344547/228880863/233999279/643059872/890229644/1014656019,"MULTILINESTRING ((11.7833475 48.1112906, 11.783447 48.1112617, 11.7835299 48.1112321, 11.7836202 48.1111946, 11.7837362 48.11113), (11.7837362 48.11113, 11.7837998 48.1110716, 11.7838744 48.1109855, 11.78394 48.1108781, 11.7841437 48.110545), (11.7841437 48.110545, 11.7846425 48.109719, 11.7852999 48.1087469, 11.7855428 48.1084425, 11.7856499 48.1082948), (11.7856499 48.1082948, 11.7857445 48.108192, 11.7858955 48.1080357, 11.7860266 48.1079144, 11.7861075 48.1078515, 11.7862483 48.1077587, 11.786448 48.107647), (11.786448 48.107647, 11.7866153 48.1075801, 11.7868725 48.1074895, 11.786994 48.1074529, 11.7877038 48.1072725), (11.7877038 48.1072725, 11.787911 48.1072298, 11.7880654 48.1072021, 11.7882953 48.1071561, 11.7884657 48.1070959, 11.7893245 48.1069228, 11.7895282 48.1068895, 11.7897111 48.1068629, 11.7899295 48.1068314, 11.790056 48.1068131, 11.7906509 48.1067944, 11.791106 48.1067828, 11.7913241 48.1067822, 11.7915748 48.1067718, 11.7917682 48.1067392, 11.7926652 48.1067236), (11.7832075 48.1113127, 11.7832849 48.1113035, 11.7833475 48.1112906))"
Volksfestplatz,,85591,438129079,"MULTILINESTRING ((11.7799166 48.1111909, 11.7799247 48.111176, 11.7799573 48.1110699, 11.7799735 48.1109671, 11.7799763 48.1109387, 11.7799765 48.1109035, 11.7799781 48.1107682, 11.7800141 48.110729, 11.7801115 48.110731, 11.7801883 48.1107487, 11.780891 48.1109656, 11.781458 48.1111076, 11.7816765 48.1111647, 11.7816853 48.111212, 11.7814899 48.1116032, 11.7808029 48.1114233, 11.7799166 48.1111909))"
Von-Myra-Straße,Q44269,85599,301698092/301699161/301700139/301700461/301702673/301702734/304562924/304838052/1095254597,"MULTILINESTRING ((11.7926658 48.1466162, 11.7929302 48.1466537, 11.7939589 48.1467999, 11.794957 48.1469436), (11.7951614 48.1471028, 11.7951067 48.1470602, 11.794957 48.1469436), (11.794957 48.1469436, 11.7952621 48.1470026), (11.7952621 48.1470026, 11.7953005 48.147008, 11.7953316 48.1470254, 11.7953522 48.1470478, 11.7953589 48.1470737, 11.7953506 48.1470994, 11.7953287 48.1471212, 11.7952961 48.147136, 11.7952577 48.1471417, 11.7952188 48.1471374, 11.7951851 48.1471238, 11.7951614 48.1471028, 11.7951514 48.1470796, 11.7951538 48.1470556, 11.7951685 48.1470335, 11.7951935 48.1470162, 11.795226 48.1470055, 11.7952621 48.1470026), (11.7953005 48.147008, 11.7954622 48.1470144), (11.7926658 48.1466162, 11.7924028 48.1465773, 11.7919199 48.146506, 11.7916171 48.1464486), (11.7916171 48.1464486, 11.7915532 48.1464312, 11.7914526 48.146399, 11.7913914 48.1463738, 11.7913151 48.1463388, 11.7912296 48.1462881, 11.7911449 48.1462264, 11.791065 48.1461625, 11.7909862 48.146081, 11.7909277 48.1460106, 11.7908685 48.1459128, 11.7908168 48.1458174, 11.7907562 48.1457215, 11.790681 48.1456024, 11.7906163 48.1455212, 11.7905245 48.1454409, 11.790468 48.1453966, 11.790342 48.1453201, 11.7901878 48.1452431, 11.7899874 48.1451736, 11.7898616 48.1451476, 11.789717 48.1451145), (11.789717 48.1451145, 11.7895259 48.1450999, 11.7894439 48.1450879, 11.7893527 48.1450859), (11.7894186 48.144966, 11.7894825 48.1450109, 11.789548 48.1450355, 11.789717 48.1451145))"
Wachenmeisterweg,,85646,24928622/692484228,"MULTILINESTRING ((11.8288237 48.1491719, 11.8289212 48.1490221, 11.829674 48.1474581, 11.8309695 48.1455488), (11.8286642 48.1495118, 11.8287058 48.1493838, 11.82875 48.1492899, 11.8288237 48.1491719))"
Wachtelweg,Q28358,85591,4644367/958926479,"MULTILINESTRING ((11.7689424 48.1071548, 11.7672393 48.1082729, 11.766913 48.1084897, 11.7666443 48.10863), (11.7675488 48.1084451, 11.7672393 48.1082729))"
Waldstraße,Q4421,85599,23778218,"MULTILINESTRING ((11.7964147 48.1261453, 11.7963729 48.1261418, 11.7956071 48.1260774, 11.7942495 48.1259633, 11.7906817 48.1256635, 11.7906157 48.1256522))"
Waldstraße,Q4421,85591/85598,115666737/171005875/174973345/228949415/865996429/893308324,"MULTILINESTRING ((11.7828582 48.096794, 11.7829855 48.097428), (11.7778142 48.0973756, 11.7790009 48.0974511, 11.77929 48.0974699, 11.7795793 48.0974887, 11.7796074 48.0974902, 11.7801473 48.0975242, 11.7807428 48.0975562, 11.78133 48.0975525, 11.7817961 48.0975416, 11.7822556 48.0975198, 11.7827815 48.0974603, 11.7829855 48.097428, 11.7831996 48.0973869), (11.7831996 48.0973869, 11.7840839 48.0972228, 11.7844749 48.0971583, 11.7848056 48.0971037, 11.785365 48.0970114), (11.785365 48.0970114, 11.785671 48.0969609, 11.7858903 48.0969218, 11.785977 48.0969064), (11.7766521 48.0973263, 11.7768987 48.0973309, 11.777435 48.0973506, 11.7778142 48.0973756), (11.776307 48.0973065, 11.7763918 48.097316, 11.7765561 48.0973234, 11.776622 48.0973254, 11.7766521 48.0973263))"
Wallbergstraße,Q321002,85598,4644442/228275941/1193279836/1193279837,"MULTILINESTRING ((11.7905013 48.0928678, 11.7906271 48.0934402, 11.7907436 48.0938513), (11.7908968 48.0920715, 11.7908115 48.0921244, 11.7906898 48.0922345, 11.7906344 48.0923858, 11.790589 48.0925506, 11.7905013 48.0928678), (11.7911795 48.0919186, 11.7909608 48.0920319, 11.7908968 48.0920715), (11.792158 48.0918059, 11.7920873 48.09176, 11.7919572 48.0917569, 11.7916254 48.0917939, 11.7914251 48.0918286, 11.7912298 48.0919002, 11.7911795 48.0919186))"
Wankstraße,Q833896,85598,4684802/228444119/772547668/1193280730,"MULTILINESTRING ((11.7927847 48.0909131, 11.7928214 48.0909743, 11.792982 48.091238, 11.7931917 48.0915816), (11.7931917 48.0915816, 11.7932807 48.0916809, 11.7933816 48.091773, 11.7935112 48.0919091, 11.7937082 48.0921161, 11.7938723 48.0922948, 11.7943179 48.0927607, 11.7958648 48.0941263, 11.795965 48.094238, 11.7960283 48.0943499, 11.7960565 48.0944901), (11.7926278 48.0906514, 11.7926884 48.0907525, 11.7927692 48.0908872, 11.7927847 48.0909131), (11.7924263 48.0903077, 11.792485 48.0904078, 11.7926278 48.0906514))"
