datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2022-09-17,Impfzentrum,50-59,9884,9740,11704,353
2022-09-17,Impfzentrum,60-69,5936,5599,6799,854
2022-09-17,Impfzentrum,70-79,7475,6827,4517,1622
2022-09-17,Impfzentrum,80+,7765,7305,3081,1431
2022-09-21,Impfzentrum,0-19,8315,8077,4168,11
2022-09-21,Impfzentrum,20-29,6842,7238,7619,58
2022-09-21,Impfzentrum,30-39,8029,8166,8699,126
2022-09-21,Impfzentrum,40-49,8098,8057,9924,196
2022-09-21,Impfzentrum,50-59,9884,9740,11708,376
2022-09-21,Impfzentrum,60-69,5936,5599,6805,888
2022-09-21,Impfzentrum,70-79,7475,6827,4518,1642
2022-09-21,Impfzentrum,80+,7765,7305,3082,1444
2022-09-23,Impfzentrum,0-19,8315,8078,4169,11
2022-09-23,Impfzentrum,20-29,6842,7238,7620,60
2022-09-23,Impfzentrum,30-39,8029,8166,8701,130
2022-09-23,Impfzentrum,40-49,8098,8057,9924,202
2022-09-23,Impfzentrum,50-59,9884,9740,11709,390
2022-09-23,Impfzentrum,60-69,5936,5599,6807,907
2022-09-23,Impfzentrum,70-79,7475,6827,4520,1659
2022-09-23,Impfzentrum,80+,7765,7305,3082,1453
2022-09-24,Impfzentrum,0-19,8315,8078,4172,11
2022-09-24,Impfzentrum,20-29,6842,7238,7623,60
2022-09-24,Impfzentrum,30-39,8030,8166,8707,137
2022-09-24,Impfzentrum,40-49,8098,8058,9927,206
2022-09-24,Impfzentrum,50-59,9884,9740,11713,412
2022-09-24,Impfzentrum,60-69,5936,5599,6808,931
2022-09-24,Impfzentrum,70-79,7475,6827,4521,1668
2022-09-24,Impfzentrum,80+,7765,7305,3082,1458
2022-09-28,Impfzentrum,0-19,8315,8078,4175,11
2022-09-28,Impfzentrum,20-29,6842,7238,7623,60
2022-09-28,Impfzentrum,30-39,8030,8166,8708,138
2022-09-28,Impfzentrum,40-49,8098,8058,9929,212
2022-09-28,Impfzentrum,50-59,9884,9740,11716,427
2022-09-28,Impfzentrum,60-69,5936,5599,6810,959
2022-09-28,Impfzentrum,70-79,7475,6827,4524,1695
2022-09-28,Impfzentrum,80+,7765,7305,3083,1468
2022-09-30,Impfzentrum,0-19,8315,8078,4175,11
2022-09-30,Impfzentrum,20-29,6842,7238,7626,65
2022-09-30,Impfzentrum,30-39,8030,8166,8711,151
2022-09-30,Impfzentrum,40-49,8098,8058,9929,223
2022-09-30,Impfzentrum,50-59,9884,9740,11719,439
2022-09-30,Impfzentrum,60-69,5936,5599,6811,1000
2022-09-30,Impfzentrum,70-79,7475,6827,4524,1712
2022-09-30,Impfzentrum,80+,7765,7305,3085,1485
2022-10-01,Impfzentrum,0-19,8315,8078,4180,13
2022-10-01,Impfzentrum,20-29,6842,7238,7627,66
2022-10-01,Impfzentrum,30-39,8030,8166,8713,155
2022-10-01,Impfzentrum,40-49,8098,8058,9931,229
2022-10-01,Impfzentrum,50-59,9884,9740,11725,474
2022-10-01,Impfzentrum,60-69,5936,5599,6813,1037
2022-10-01,Impfzentrum,70-79,7475,6827,4524,1727
2022-10-01,Impfzentrum,80+,7765,7305,3086,1497
2022-10-03,Impfzentrum,0-19,8315,8078,4185,13
2022-10-03,Impfzentrum,20-29,6842,7238,7628,73
2022-10-03,Impfzentrum,30-39,8030,8166,8713,158
2022-10-03,Impfzentrum,40-49,8098,8058,9931,237
2022-10-03,Impfzentrum,50-59,9884,9740,11725,493
2022-10-03,Impfzentrum,60-69,5936,5599,6816,1072
2022-10-03,Impfzentrum,70-79,7475,6827,4524,1746
2022-10-03,Impfzentrum,80+,7765,7305,3088,1499
2022-10-05,Impfzentrum,0-19,8315,8078,4187,13
2022-10-05,Impfzentrum,20-29,6842,7238,7630,76
2022-10-05,Impfzentrum,30-39,8030,8166,8713,160
2022-10-05,Impfzentrum,40-49,8098,8058,9931,247
2022-10-05,Impfzentrum,50-59,9884,9740,11726,508
2022-10-05,Impfzentrum,60-69,5936,5600,6818,1108
2022-10-05,Impfzentrum,70-79,7475,6827,4524,1763
2022-10-05,Impfzentrum,80+,7765,7305,3088,1510
2022-10-07,Impfzentrum,0-19,8315,8078,4188,14
2022-10-07,Impfzentrum,20-29,6842,7238,7631,78
2022-10-07,Impfzentrum,30-39,8030,8166,8715,166
2022-10-07,Impfzentrum,40-49,8098,8058,9932,250
2022-10-07,Impfzentrum,50-59,9884,9740,11728,521
2022-10-07,Impfzentrum,60-69,5936,5600,6818,1139
2022-10-07,Impfzentrum,70-79,7475,6827,4524,1784
2022-10-07,Impfzentrum,80+,7765,7305,3089,1521
2022-10-08,Impfzentrum,0-19,8316,8078,4192,16
2022-10-08,Impfzentrum,20-29,6842,7239,7631,84
2022-10-08,Impfzentrum,30-39,8030,8166,8716,175
2022-10-08,Impfzentrum,40-49,8098,8058,9935,263
2022-10-08,Impfzentrum,50-59,9884,9740,11731,549
2022-10-08,Impfzentrum,60-69,5936,5600,6819,1179
2022-10-08,Impfzentrum,70-79,7475,6827,4527,1801
2022-10-08,Impfzentrum,80+,7765,7305,3089,1529
2022-10-10,Impfzentrum,0-19,8316,8078,4193,16
2022-10-10,Impfzentrum,20-29,6842,7239,7631,85
2022-10-10,Impfzentrum,30-39,8030,8166,8717,178
2022-10-10,Impfzentrum,40-49,8098,8058,9936,267
2022-10-10,Impfzentrum,50-59,9884,9740,11733,556
2022-10-10,Impfzentrum,60-69,5936,5600,6820,1204
2022-10-10,Impfzentrum,70-79,7475,6827,4529,1811
2022-10-10,Impfzentrum,80+,7765,7305,3089,1543
2022-10-12,Impfzentrum,0-19,8316,8079,4193,17
2022-10-12,Impfzentrum,20-29,6842,7239,7631,86
2022-10-12,Impfzentrum,30-39,8030,8167,8722,183
2022-10-12,Impfzentrum,40-49,8098,8058,9936,280
2022-10-12,Impfzentrum,50-59,9884,9740,11733,606
2022-10-12,Impfzentrum,60-69,5936,5600,6822,1260
2022-10-12,Impfzentrum,70-79,7475,6827,4529,1841
2022-10-12,Impfzentrum,80+,7765,7305,3089,1563
2022-10-14,Impfzentrum,0-19,8316,8079,4194,17
2022-10-14,Impfzentrum,20-29,6842,7239,7631,86
2022-10-14,Impfzentrum,30-39,8030,8168,8723,183
2022-10-14,Impfzentrum,40-49,8098,8058,9937,281
2022-10-14,Impfzentrum,50-59,9884,9740,11734,612
2022-10-14,Impfzentrum,60-69,5936,5600,6822,1278
2022-10-14,Impfzentrum,70-79,7475,6827,4529,1855
2022-10-14,Impfzentrum,80+,7765,7305,3090,1580
2022-10-15,Impfzentrum,0-19,8316,8080,4197,19
2022-10-15,Impfzentrum,20-29,6843,7239,7631,87
2022-10-15,Impfzentrum,30-39,8030,8168,8723,190
2022-10-15,Impfzentrum,40-49,8098,8058,9937,295
2022-10-15,Impfzentrum,50-59,9884,9740,11737,635
2022-10-15,Impfzentrum,60-69,5936,5600,6822,1308
2022-10-15,Impfzentrum,70-79,7475,6827,4530,1872
2022-10-15,Impfzentrum,80+,7765,7305,3091,1597
2022-10-17,Impfzentrum,0-19,8316,8080,4197,19
2022-10-17,Impfzentrum,20-29,6843,7239,7631,92
2022-10-17,Impfzentrum,30-39,8032,8168,8726,197
2022-10-17,Impfzentrum,40-49,8098,8058,9940,308
2022-10-17,Impfzentrum,50-59,9884,9740,11737,651
2022-10-17,Impfzentrum,60-69,5936,5600,6823,1341
2022-10-17,Impfzentrum,70-79,7475,6827,4530,1889
2022-10-17,Impfzentrum,80+,7765,7305,3091,1609
2022-10-19,Impfzentrum,0-19,8316,8080,4198,19
2022-10-19,Impfzentrum,20-29,6843,7239,7634,92
2022-10-19,Impfzentrum,30-39,8032,8168,8728,198
2022-10-19,Impfzentrum,40-49,8098,8058,9941,313
2022-10-19,Impfzentrum,50-59,9884,9740,11740,667
2022-10-19,Impfzentrum,60-69,5936,5600,6828,1370
2022-10-19,Impfzentrum,70-79,7475,6827,4532,1911
2022-10-19,Impfzentrum,80+,7765,7305,3091,1624
2022-10-21,Impfzentrum,0-19,8317,8080,4198,21
2022-10-21,Impfzentrum,20-29,6843,7239,7636,99
2022-10-21,Impfzentrum,30-39,8032,8168,8730,216
2022-10-21,Impfzentrum,40-49,8098,8059,9942,330
2022-10-21,Impfzentrum,50-59,9884,9740,11742,691
2022-10-21,Impfzentrum,60-69,5936,5600,6829,1417
2022-10-21,Impfzentrum,70-79,7475,6827,4532,1940
2022-10-21,Impfzentrum,80+,7765,7305,3092,1648
2022-10-22,Impfzentrum,0-19,8317,8081,4200,22
2022-10-22,Impfzentrum,20-29,6843,7239,7637,104
2022-10-22,Impfzentrum,30-39,8032,8168,8731,225
2022-10-22,Impfzentrum,40-49,8098,8059,9942,347
2022-10-22,Impfzentrum,50-59,9884,9740,11743,711
2022-10-22,Impfzentrum,60-69,5937,5600,6830,1445
2022-10-22,Impfzentrum,70-79,7475,6827,4532,1948
2022-10-22,Impfzentrum,80+,7765,7305,3092,1656
2022-10-24,Impfzentrum,0-19,8318,8081,4200,24
2022-10-24,Impfzentrum,20-29,6843,7239,7639,106
2022-10-24,Impfzentrum,30-39,8032,8168,8733,229
2022-10-24,Impfzentrum,40-49,8098,8059,9944,354
2022-10-24,Impfzentrum,50-59,9884,9740,11745,721
2022-10-24,Impfzentrum,60-69,5937,5600,6834,1468
2022-10-24,Impfzentrum,70-79,7475,6827,4536,1970
2022-10-24,Impfzentrum,80+,7765,7305,3096,1672
2022-10-26,Impfzentrum,0-19,8318,8081,4200,24
2022-10-26,Impfzentrum,20-29,6843,7239,7640,109
2022-10-26,Impfzentrum,30-39,8032,8168,8734,234
2022-10-26,Impfzentrum,40-49,8098,8059,9944,361
2022-10-26,Impfzentrum,50-59,9884,9740,11746,738
2022-10-26,Impfzentrum,60-69,5937,5600,6836,1485
2022-10-26,Impfzentrum,70-79,7475,6827,4539,1990
2022-10-26,Impfzentrum,80+,7765,7305,3097,1679
2022-10-28,Impfzentrum,0-19,8319,8081,4200,24
2022-10-28,Impfzentrum,20-29,6843,7239,7640,119
2022-10-28,Impfzentrum,30-39,8032,8168,8734,246
2022-10-28,Impfzentrum,40-49,8098,8059,9946,376
2022-10-28,Impfzentrum,50-59,9884,9740,11746,768
2022-10-28,Impfzentrum,60-69,5937,5600,6837,1537
2022-10-28,Impfzentrum,70-79,7475,6827,4540,2005
2022-10-28,Impfzentrum,80+,7765,7305,3097,1685
2022-10-29,Impfzentrum,0-19,8320,8081,4200,26
2022-10-29,Impfzentrum,20-29,6843,7239,7640,122
2022-10-29,Impfzentrum,30-39,8032,8168,8735,248
2022-10-29,Impfzentrum,40-49,8098,8059,9947,384
2022-10-29,Impfzentrum,50-59,9884,9740,11749,781
2022-10-29,Impfzentrum,60-69,5937,5600,6838,1560
2022-10-29,Impfzentrum,70-79,7475,6827,4540,2021
2022-10-29,Impfzentrum,80+,7766,7305,3097,1699
2022-10-31,Impfzentrum,0-19,8321,8082,4203,27
2022-10-31,Impfzentrum,20-29,6843,7239,7642,123
2022-10-31,Impfzentrum,30-39,8032,8168,8735,250
2022-10-31,Impfzentrum,40-49,8098,8059,9947,391
2022-10-31,Impfzentrum,50-59,9884,9740,11750,786
2022-10-31,Impfzentrum,60-69,5937,5600,6838,1569
2022-10-31,Impfzentrum,70-79,7475,6827,4541,2029
2022-10-31,Impfzentrum,80+,7766,7305,3098,1706
2022-11-02,Impfzentrum,0-19,8321,8083,4204,27
2022-11-02,Impfzentrum,20-29,6843,7239,7642,123
2022-11-02,Impfzentrum,30-39,8032,8168,8736,250
2022-11-02,Impfzentrum,40-49,8098,8059,9947,395
2022-11-02,Impfzentrum,50-59,9884,9740,11753,795
2022-11-02,Impfzentrum,60-69,5937,5600,6838,1588
2022-11-02,Impfzentrum,70-79,7475,6827,4541,2036
2022-11-02,Impfzentrum,80+,7766,7305,3098,1709
2022-11-04,Impfzentrum,0-19,8321,8083,4204,27
2022-11-04,Impfzentrum,20-29,6843,7239,7642,126
2022-11-04,Impfzentrum,30-39,8032,8168,8736,259
2022-11-04,Impfzentrum,40-49,8098,8059,9948,407
2022-11-04,Impfzentrum,50-59,9884,9740,11753,816
2022-11-04,Impfzentrum,60-69,5937,5600,6839,1623
2022-11-04,Impfzentrum,70-79,7475,6827,4544,2053
2022-11-04,Impfzentrum,80+,7766,7305,3099,1720
2022-11-05,Impfzentrum,0-19,8321,8084,4207,28
2022-11-05,Impfzentrum,20-29,6843,7239,7642,127
2022-11-05,Impfzentrum,30-39,8032,8168,8740,260
2022-11-05,Impfzentrum,40-49,8098,8059,9948,415
2022-11-05,Impfzentrum,50-59,9884,9740,11754,830
2022-11-05,Impfzentrum,60-69,5937,5600,6839,1631
2022-11-05,Impfzentrum,70-79,7475,6827,4544,2061
2022-11-05,Impfzentrum,80+,7766,7305,3099,1724
2022-11-07,Impfzentrum,0-19,8321,8085,4216,28
2022-11-07,Impfzentrum,20-29,6843,7239,7642,130
2022-11-07,Impfzentrum,30-39,8032,8168,8741,266
2022-11-07,Impfzentrum,40-49,8098,8059,9948,426
2022-11-07,Impfzentrum,50-59,9884,9740,11754,854
2022-11-07,Impfzentrum,60-69,5937,5600,6839,1656
2022-11-07,Impfzentrum,70-79,7475,6827,4544,2076
2022-11-07,Impfzentrum,80+,7766,7305,3099,1730
2022-11-09,Impfzentrum,0-19,8321,8085,4216,28
2022-11-09,Impfzentrum,20-29,6844,7239,7642,131
2022-11-09,Impfzentrum,30-39,8032,8168,8742,273
2022-11-09,Impfzentrum,40-49,8098,8059,9948,429
2022-11-09,Impfzentrum,50-59,9884,9740,11754,864
2022-11-09,Impfzentrum,60-69,5937,5600,6840,1669
2022-11-09,Impfzentrum,70-79,7475,6827,4544,2082
2022-11-09,Impfzentrum,80+,7766,7305,3099,1737
2022-11-11,Impfzentrum,0-19,8321,8085,4216,28
2022-11-11,Impfzentrum,20-29,6844,7239,7643,132
2022-11-11,Impfzentrum,30-39,8032,8168,8742,275
2022-11-11,Impfzentrum,40-49,8098,8059,9949,434
2022-11-11,Impfzentrum,50-59,9884,9740,11754,882
2022-11-11,Impfzentrum,60-69,5937,5600,6840,1681
2022-11-11,Impfzentrum,70-79,7475,6827,4544,2099
2022-11-11,Impfzentrum,80+,7766,7305,3099,1742
2022-11-12,Impfzentrum,0-19,8325,8085,4220,30
2022-11-12,Impfzentrum,20-29,6844,7239,7643,134
2022-11-12,Impfzentrum,30-39,8032,8168,8743,282
2022-11-12,Impfzentrum,40-49,8099,8059,9951,445
2022-11-12,Impfzentrum,50-59,9885,9740,11754,888
2022-11-12,Impfzentrum,60-69,5937,5600,6841,1696
2022-11-12,Impfzentrum,70-79,7476,6827,4545,2109
2022-11-12,Impfzentrum,80+,7766,7305,3100,1751
2022-11-14,Impfzentrum,0-19,8325,8085,4221,30
2022-11-14,Impfzentrum,20-29,6844,7239,7643,135
2022-11-14,Impfzentrum,30-39,8032,8168,8743,286
2022-11-14,Impfzentrum,40-49,8099,8059,9954,449
2022-11-14,Impfzentrum,50-59,9885,9740,11754,900
2022-11-14,Impfzentrum,60-69,5937,5600,6844,1701
2022-11-14,Impfzentrum,70-79,7476,6827,4545,2117
2022-11-14,Impfzentrum,80+,7766,7305,3100,1756
2022-11-16,Impfzentrum,0-19,8325,8085,4222,31
2022-11-16,Impfzentrum,20-29,6845,7239,7643,136
2022-11-16,Impfzentrum,30-39,8033,8168,8746,293
2022-11-16,Impfzentrum,40-49,8099,8059,9955,455
2022-11-16,Impfzentrum,50-59,9885,9740,11754,910
2022-11-16,Impfzentrum,60-69,5937,5600,6844,1708
2022-11-16,Impfzentrum,70-79,7476,6827,4545,2126
2022-11-16,Impfzentrum,80+,7766,7305,3100,1758
2022-11-18,Impfzentrum,0-19,8325,8085,4227,32
2022-11-18,Impfzentrum,20-29,6845,7239,7643,142
2022-11-18,Impfzentrum,30-39,8033,8168,8746,301
2022-11-18,Impfzentrum,40-49,8100,8059,9956,465
2022-11-18,Impfzentrum,50-59,9885,9740,11756,925
2022-11-18,Impfzentrum,60-69,5937,5600,6846,1731
2022-11-18,Impfzentrum,70-79,7476,6827,4545,2138
2022-11-18,Impfzentrum,80+,7766,7306,3102,1763
2022-11-19,Impfzentrum,0-19,8325,8085,4227,33
2022-11-19,Impfzentrum,20-29,6845,7239,7644,144
2022-11-19,Impfzentrum,30-39,8033,8168,8746,306
2022-11-19,Impfzentrum,40-49,8100,8059,9957,465
2022-11-19,Impfzentrum,50-59,9885,9740,11756,931
2022-11-19,Impfzentrum,60-69,5937,5600,6846,1733
2022-11-19,Impfzentrum,70-79,7476,6827,4545,2140
2022-11-19,Impfzentrum,80+,7766,7306,3102,1763
2022-11-21,Impfzentrum,0-19,8325,8085,4227,33
2022-11-21,Impfzentrum,20-29,6845,7239,7644,144
2022-11-21,Impfzentrum,30-39,8033,8168,8746,308
2022-11-21,Impfzentrum,40-49,8100,8059,9957,466
2022-11-21,Impfzentrum,50-59,9885,9740,11756,933
2022-11-21,Impfzentrum,60-69,5937,5600,6846,1736
2022-11-21,Impfzentrum,70-79,7476,6827,4545,2145
2022-11-21,Impfzentrum,80+,7766,7306,3102,1763
